TEXT	TIME
疯牛死了，快逃啊	10-09
买起来#林园：几十年不遇的机会！但斌“泼冷水”#	10-09
我来预测一下，明天9号，将尸横遍野，不服的欢迎明天打脸	10-09
美股房地产板块大涨，明天房地产板块涨停潮	10-09
两天回撤400点！	10-09
ETF#林园：几十年不遇的机会！但斌“泼冷水”#	10-09
今天A股的成交量简直爆炸，4851亿！股指是高开低走，	10-09
十天破千点的涨幅，也就那只大黑手干得出来	10-09
其实已经跌去了一半涨幅	10-09
和我们一样[哈欠][哈欠][哈欠][哈欠][哈欠][哈欠]	10-09
一波流结束，把大盘当成个股来炒，资金太疯狂了，是“急功近利”的体现。#A股大幅波	10-09
该不会明天或者后天三千保卫战	10-09
牛市大部分散户最终都亏钱了……	10-09
坚持拿着等翻倍	10-09
你个杂毛又砸死不了吧，你自己玩吧玩吧#中信建投：A股迎来“信心重估牛”#	10-09
后面上证会比创业板强	10-09
明天国泰君安海通证券扬帆起航多少板呢？	10-09
一边喊散户跑步入场，一边拼命逃跑！	10-09
创业板连续涨几天10几%是一个成熟和正常的市场表现吗？#A股大幅波动，倒车接人还	10-09
哪来的牛市？！倒车接人？！至少再震荡几天，把新开户的新韭菜和重启户的老非莱，闷在	10-09
咋上去就咋下来，坐等重回2700[笑哭]	10-09
确定6	10-09
明天又是3000点保卫战	10-09
持续3条的牛市行情吗笑死了	10-09
55555~终于不跌辣~我要销户	10-09
还是那句话，不建议新人炒股，即使你现在赚俩钱，日后也得输回去，伴随你的是后半生的	10-09
目前A5暴跌4%，晚上又是一出好戏	10-09
明天继续	10-09
A股总是创造历史，历经六天的小牛市结束了	10-09
各位韭菜，服不服	10-09
这下子消停了吧	10-09
国内牛市一周算长了又不是老美长牛[俏皮]	10-09
牛市结束！！又套了一大批！！！！[笑哭][笑哭][笑哭]	10-09
走得快，心情畅快！#A股大幅波动，倒车接人还是止盈标志？#	10-09
3点了终于不跌了[大笑][大笑][大笑]	10-09
大家很理智，没有听上海的老年人随意说，这是成熟股市该有的表现。	10-09
主力净流出你是否恐慌？	10-09
把新股民都套死了，终于换韭菜了[大笑]	10-09
明天下探寻支撑，后天大概有反弹	10-09
66大顺	10-09
接你个头#A股大幅波动，倒车接人还是止盈标志？#	10-09
国内这些烂怂机构，明天再这么玩三根大绿柱直接演变大踩踏了。#A股大幅波动，倒	10-09
炒股好玩吧，主打一个刺激，主打一个现金缩水加速器[哈欠]	10-09
你不会真打算把那个缺口不上吧[旺柴]	10-09
主力机构完成了胜利大逃亡，成功将一大批妄想发财的韭菜们一网打尽!#A股大幅波动，	10-09
400股停了，今天不跑，明天跑不掉	10-09
大盘天量！天价！天花板！#A股大幅波动，倒车接人还是止盈标志？#	10-09
牛逼吧？兴奋吧？听那些忽悠吧？还去买课吗？还关注那些人吗？。。。。清醒点吧。只要	10-09
非理性牛市结束，牛回头，找真牛	10-09
明天会不会去补缺口	10-09
谁说的牛市，买了3万，绿15个点[哭]	10-09
明天跌破3000点。	10-09
两天流出4千多亿，，哈哈跑完了	10-09
牛跑了熊来了。哎赔死了	10-09
跌的还不购深，沪市负十以上才正常。今天的量还有人在里面抱希望呢	10-09
又到了喜闻乐见的3000点保卫战	10-09
这才叫“”走法……给你糖（发布信息）要你命一字不提	10-09
回归大自然	10-09
如何上去的就怎么回来的！	10-09
现在的主力还是有格局，新股民入场，给了大量的新股民逢低入场的机会[赞][赞][赞	10-09
明年会不会又跌到两千四[大笑]	10-09
牛市这么快结束了，遍地牛味！	10-09
6#A股大幅波动，倒车接人还是止盈标志？#	10-09
明日继续闷杀	10-09
涨这几天的都回去了	10-09
不关闭所有做空机制和禁止大股东减持，只能参与分红，那样大股东才会去好好发展企业，	10-09
还牛市呢，这不是吗	10-09
又来了，可怜新韭菜啊	10-09
主力净流出超800亿，牛来了，主力会卖吗？	10-09
3000点保卫战准备了吗[哭]	10-09
空方大获全胜[滴汗]	10-09
今天进来的新韭菜估计要套上一年半载了	10-09
五支股票4个跌停	10-09
不要信人造大“牛势”，诱骗了多少善良而又无恼的进场上了断头台，多种因素空头一	10-09
厉害，新手进来就一棒子！！	10-09
又被割了一波韭菜，而且站岗也不少呀？牛市到了抢进去了。出不来了，只要站在高岗上，	10-09
牛市来的快走的快！又留下一个笑话！	10-09
又来了，3000点保卫战	10-09
老韭菜满意了，	10-09
大盘短期见顶了	10-09
能让解套不？	10-09
国外资金进来了，但您掌控不了，来和不来都一样	10-09
一天回到解放前[捂脸][捂脸][捂脸]	10-09
牛跑咯#A股大幅波动，倒车接人还是止盈标志？#	10-09
天都塌了	10-09
明天看反弹。	10-09
A股就是一个疯子，昨天高开三百多点，高开低走，一路下跌，今天又是一路下跌，内资二	10-09
元芳，今天怎么说？倒车接人，接谁呢？[捂脸]	10-09
我看到3000点#中信建投：A股迎来“信心重估牛”#	10-09
牛市还是？昨天早盘翻倍加仓想回本，到今天收盘亏损翻倍。	10-09
你们说这两天进去的消费者们什么时候会有主力资金进场让ta们解套出来？反正这两	10-09
明天排队销户。	10-09
历史已经证明，你从哪里来，就会回到哪里去	10-09
连夜开户的新股民成功地站上山顶，冬季来临，寒风凛冽。北风那个吹，雪花那个飘。	10-09
上车好机会	10-09
今天跌的你头晕目眩，明天涨的你眼花缭乱[呲牙][呲牙][呲牙][呲牙]	10-09
下午要是能拉一个7个点人气就杠杠的起来了，看主力的气质了。	10-09
下午是见证奇迹的时刻	10-09
我是小白新手我不懂。看到好多老师傅们都头戴绿环了[旺柴]	10-09
没事没事，是技术性调整，不用怕哈	10-09
今天这样，对新韭菜礼貌吗	10-09
散户接盘上车，公司减持下车#A股大幅波动，倒车接人还是止盈标志？#	10-09
大熊来了，牛走了#A股大幅波动，倒车接人还是止盈标志？#	10-09
不要怕，主力在洗盘	10-09
相信但斌是经验之谈#林园：几十年不遇的机会！但斌“泼冷水”#	10-09
今天应该大拉，新散户才买，今天就收割，他们根本没有买，苦了昨天打板的	10-09
新股民刚开户还没来得及操作，现在准备去销户！	10-09
一周内重回2800点[加油]	10-09
加仓干	10-09
放假七天，浪费大好行情休假，开市了遭做空暴击	10-09
一切回归正常，跌是主线	10-09
割新韭菜#A股大幅波动，倒车接人还是止盈标志？#	10-09
短线逢低积极介入不改变。[买入][买入][买入]	10-09
倒车碾人#A股大幅波动，倒车接人还是止盈标志？#	10-09
好好#A股大幅波动，倒车接人还是止盈标志？#	10-09
好不好玩？牛不牛？[呲牙][呲牙][呲牙]	10-09
知道为什么别人说会想到大A吗？有多少股民赚钱了一直都在解套的路上#林园：几十	10-09
站岗了！是不是、会不会是2024年度最大忽悠？[哭][哭][哭][哭]	10-09
此轮行情是国家意志#A股大幅波动，倒车接人还是止盈标志？#	10-09
牛来了，牛来了，牛来了	10-09
说好的牛市呢？	10-09
应该是倒车接人，顺便洗一盘。#A股大幅波动，倒车接人还是止盈标志？#	10-09
看到5日线会不会继续涨，继续涨就是没问题，现在一下子涨太多，扯着蛋了#A股大幅波	10-09
牛市#A股大幅波动，倒车接人还是止盈标志？#	10-09
再跌破3000点才进。	10-09
钱没有赚到，卖出股票还要红利补激[为什么]	10-09
可买最便宜的国产芯片，国防安全，油，气安全系统，网络安全概念股股安控科技，我虽然	10-09
老韭菜解套后大批出逃！哈哈	10-09
自我感觉哈，可能不准，不构成投资建议。大盘今天下来就是让新兵蛋子抄的，但是貌似给	10-09
零零后资金不够啊！！！！	10-09
这个架势有几个开户的韭菜敢赌一把的#A股大幅波动，倒车接人还是止盈标志？#	10-09
但总啊，要不咱还是别扯犊子多研究，不然也不至于爆仓是吧？#林园：几十年不遇的机会	10-09
两极分化开始。	10-09
明天一看，今天不管啥时候卖的都是高价卖出！	10-09
今天上午是近期底点！	10-09
下午拉起来	10-09
这是为了给国庆节开户新散户上车机会，说明已经成熟了，没有等到他们买入之后再割[捂	10-09
牛来了，又走了#A股大幅波动，倒车接人还是止盈标志？#	10-09
此地无牛，只有羊群	10-09
大家可以放心，这只是调整，毕竟还有很多韭菜没进去，不会这么快就杀跌	10-09
洗盘结束，下午拉起来，给我冲	10-09
何为牛市所谓牛市，都是一波行情走完后回过头看是牛市还是反弹。哪有才涨几天就嚷嚷牛	10-09
有人说洗盘有人说出货，旁人之言信口雌黄不会为你买单，决定当下只有自己思考再去做大	10-09
倒车接新人，不急着动手让新开户先上车，两点半后郭嘉仁和一起行动，给市场打	10-09
老套路了等待下V回来加仓干	10-09
股票估值低#林园：几十年不遇的机会！但斌“泼冷水”#	10-09
哈哈哈。哈哈哈哈哈哈哈哈哈哈哈哈哈哈。。。我的妈呀！！！！！！！！！	10-09
俩天流出接近4000亿[大笑][大笑][大笑]	10-09
要是我是国家队把全部资金扎进中石油。拉他个20个板看牛市会不会来。全是一帮老鼠仓	10-09
这牛市也太牛了	10-09
我对交银黄金加挺有感觉的，黄金和货币基金这么一搭，风险感觉就没那么高了。我加码了	10-09
我是新来的韭菜，请问大佬还能上车吗？	10-09
不争的事实：大多数老股民还在深套中！	10-09
昨天涨的不够今天跌。	10-09
倒车撵人，带上压路机来回撵#A股大幅波动，倒车接人还是止盈标志？#	10-09
又要3000点保卫战了吗[哭]	10-09
最终2860的缺口还是要补的	10-09
确实#林园：几十年不遇的机会！但斌“泼冷水”#	10-09
新韭菜莫怕，大盘回踩五日线而已，下午会拉回来。按照惯例，新韭菜入市，总会给点甜头	10-09
说没增量资金的都是看不懂的，昨天高点我兑现了，11：29这会儿我又进来了，上午成	10-09
昨天跑的，哈哈	10-09
A走势没错	10-09
给一种跌不下去的感觉	10-09
不卖一股都不卖，有本事大盘天天跌停[傲]	10-09
昨天当头一棒大阴线，看着真恐怖	10-09
全部人往龙头冲，又得调整几年[偷笑]	10-09
今天爷叔牙又要被打掉了	10-09
有没有可能从涨9%到跌5%呢？	10-09
下午翻红才是牛	10-09
好，支持一下[赞][赞][赞][赞][赞]	10-09
基民都在赎回基金，基金经理必须得卖啊[捂脸]	10-09
5天突然暴涨。中国大量资金，炒底资金把5000多股票股价快速拉高，股价已经迅速抬	10-09
空中加油都怕，不要炒股了，	10-09
给新韭菜们一点的小小震撼	10-09
军工你太卡期了，军工来一波	10-09
洗盘是好事，降降温也好，后面再继续上扬，昨天港股暴跌我就知道了，今天绝对会大洗盘	10-09
昨天我就发了防止当韭菜，可是发出去没通过。	10-09
缺口已补，可以上车了	10-09
今天至少跌五个点！	10-09
上涨全是意外，下跌才是常态。	10-09
有多少人认为是洗盘的？昨日这么大的量，买卖双方互道一声沙×，你赚的就是他亏的，他	10-09
有新韭菜么	10-09
还增量资金？人家又不傻，就这样也就开个户了	10-09
今天这批新韭菜也不给力啊[捂脸][捂脸][捂脸][捂脸]	10-09
任他风吹雨打，我自闲庭信步。ohyeah！	10-09
难道不让贷款买了嘛，刚贷款满仓啊	10-09
调整5周线最健康	10-09
这次要是再把股民闷杀的话，估计也就走不远了	10-09
明天就是黑色星期四[惊吓][惊吓][惊吓][惊吓][惊吓][亏大了][亏大了][	10-09
刚回踩个5日线就哭爹喊娘的一个个的[捂脸]	10-09
感觉医药股都不错，为什么不涨？？？轮动一下很正常！	10-09
按照大A的尿性，你们猜2880附近的缺口后面补不补[微笑]	10-09
回吐了大半的涨幅，太可怕了，这要是跌回原来的点数不得比不涨赔的还多啊	10-09
开割！	10-09
欢迎新韭菜进场接盘！[大笑][大笑][大笑]	10-09
牛呢，我的牛呢[为什么][为什么]	10-09
主力太良心了，新韭菜还没入场就下跌，应该要等新股民入场下午才大跌的[笑哭]	10-09
牛熊分届中	10-09
全部集合跑啊[下跌][下跌][下跌][下跌][下跌][下跌][下跌][下跌][下	10-09
又要梦回三千了吗？也许是我想多了。梦短了。多梦了一千。	10-09
明年可以到8000点，支持的点赞！	10-09
君子不立于危墙之下	10-09
又跑了一千多亿，你们说牛市！	10-09
大盘一起喊销户吧，新进韭菜割哭了	10-09
雄纠纠跑步进场见悲伤～～～已到站～～～眼睁睁望着银儿见飞了～最少得干几个月的薪水	10-09
究竟谁在收割做空，外资也没这么大的能量	10-09
反弹无量无人跟进，下杀跟风，落袋为安！	10-09
今天还有人怕上不了车吗	10-09
一下子就熄火了[想一下]	10-09
低开给机会新股民，都不敢买？	10-09
还在喊牛市，喊洗盘的人，你们别再害人了，积点德吧[憨笑][憨笑][大笑][大笑]	10-09
企业poi都在下降状态，哪有能力支持高股价，上方套牢盘重，听忽悠死的就是自己	10-09
大家小心，开始下跌模式。	10-09
明天新股民进场，买盘多于卖盘。会有短期套利行为，过山车行情！成交量预估四万五千亿	10-09
要交学费的	10-09
牛回头[大笑]	10-09
肚子疼了，赚的亏了	10-09
跳水行情'在下午。	10-09
天凉了，买了云煤能源试试看	10-09
不要买	10-09
短线反弹已基本结束，后市展开调整，但如果管理层支持力度不减，再次跌破3千点概率不	10-09
关注3530点！	10-09
昨天买不进、今天卖不出！[大笑][大笑][大笑][大笑][大笑][大笑][大笑]	10-09
过几天我再来了，兄弟们。	10-09
成功劝退了今天要进来的新资金	10-09
兄弟们，回调结束了。321，上车！	10-09
冲啊新韭菜，卖房入场哈哈哈	10-09
快！快快扶我起来！让我补仓把指数打上去，就不信嘞，哼！	10-09
地球顶巳出，今年是熄火了	10-09
周游，黄金周[为什么][偷笑][摊手]	10-09
放假开户没吃上肉，倒是成韭菜了	10-09
你们都知道卖给新韭菜，新韭菜还能进来？动点脑子吧。我敢赌，这波绝对没多少新韭菜进	10-09
疯牛变慢牛↗↗	10-09
十一的消费数据怎么还不公布旅游业百货业情况如何？刚刚带动了一点热情，就要杀士气气	10-09
买进！	10-09
有些人即将爆仓	10-09
这样玩！新开户的那个敢来	10-09
涨约一千点，可以结束了！政策牛	10-09
这么玩，今天的新开户资金还敢进吗	10-09
疯狂过后一地鸡毛，国庆期间天天推送股市好消息，又是散户接了盘。一周就走到近几年的	10-09
资金为王，其他都是瞎扯！中国股市投资者大都是断线思维，打一枪换一个地方，见好就收	10-09
把盈利盘洗掉才能行稳致远！	10-09
牛市就这样戛然而止	10-09
大盘有量，不怕	10-09
今天的行情就是接踏空的上车的	10-08
明天还有最后一批新韭菜，最后跑的机会。	10-08
感觉会一直大涨到18号[大笑][大笑][大笑]	10-08
券商还没有真正的走开始主升！	10-08
明天低开放心抄底，回调就是为了迎接新的韭菜，给他们点糖吃	10-08
分析师在说	10-08
经历过多轮牛熊，一切都风轻云淡了。今天绝大多数个股都经历的是震仓洗盘，不存在接盘	10-08
A股纪录的每一次突破，都是资本狂欢的盛宴，都是创新壮举！	10-08
3700不过牛市不来，3700套了几年的筹码，既然能让几年的筹码都解套，那牛市就	10-08
现在金融股是最靓的仔#牛市旗手狂飙，券商股空间还有多大？#	10-08
如果明天放量把今天的天量阴线吃了我就卖房买股票	10-08
明天新韭菜上场，门封住。	10-08
中国股市涨才能带动全球消费	10-08
听好了！明天假期开户的新股民开始进入股市！大盘明天将是高开，冲高回落后再度大涨，	10-08
上涨百分十可能的，但牛市多久，何时不涨了呢？不涨后股票还可买吗？#大摩：中国股市	10-08
牛市走完了	10-08
终于要回本了[哭][哭]	10-08
港股已经抹去十月全部涨幅了	10-08
一揽子增量政策！再加力！！！	10-08
券商都没开板，不知道在慌什么。	10-08
明天可太精彩了一千万个小白上场了让大A给他们好好上一课[呲牙]	10-08
地产股开始回调	10-08
开盘卖，13.30买就可以了，赚到钱的点个赞。	10-08
补发一下，东北重复了，中银遗漏了！	10-08
明天回调，不容置疑！	10-08
明天来新韭菜怎么这行情怎么走	10-08
低市盈低市净双低优质滞涨价值洼地股。浙江自然605080上市前三年年年赚钱，上市	10-08
喵的，观察了几天，这次我听你们的。。。	10-08
港股今天跌到解放前[大笑]	10-08
明天绝大多数票会回到今天开盘价附近	10-08
绩优成长股，永恒不变的主题！大盘可以看到4000	10-08
明天一千多万新韭菜入场，如何应对	10-08
明天低开高走大阳包阴	10-08
明天若再高开，先落袋为安，这一两天盘中深幅调整尾盘再收起来为最好，不过我想一定有	10-08
柚子提前进去了，都躺在那了，牛B，直接静默了，看龙虎榜都没柚子	10-08
上涨中的五大隐忧患1、10月8日国庆假期第一天，A股涨停后深度回落再反弹，这对投	10-08
一致性上涨，还有明天一天。明天是证券股冲高回落的一天。科技股半导体还会走两天。接	10-08
嗨，早上的一根大绿柱，毁了所有[微笑][微笑][微笑][微笑]。。。。	10-08
明天先低后高，不怕，有调整但不会是大跌。	10-08
今天收盘前就留下三层仓	10-08
我们来了！整个金融资本市场呢需要的是信心，有了信心那么一切都有根基，接下来北交所	10-08
今天这个龙虎榜这么难出吗？	10-08
这时候也不敢买，那时候也不敢买，那什么时候敢买呢？又想赚取收益，又不想承担风险，	10-08
看多看空都有理[赞][赞][赞]反正我市值创新高了[大笑][大笑][大笑]	10-08
明天大A带香港上涨	10-08
关注A50走势，行情刚刚启动难道就结束了？我不这样认为，短期大家获利了结是好事，	10-08
明天的新韭菜大多会买券商和半导体。	10-08
恶#成交额突破三万亿，巨量资金从何而来？#	10-08
明天反包	10-08
有人说今天是涨的，但今天早上进入的好像跌了-6.9%、哈哈哈哈啊哈哈！	10-08
明天看谁跑的快	10-08
明天新老博弈	10-08
目前行情卖出的与买进的在门口相遇相互道一声ss	10-08
继续暴涨，两市3.45万亿再刷记录。5000多家上涨，291家下跌创业板上涨17	10-08
谁来解释一下流出2000亿怎么还涨了	10-08
外资抄底东方大国，却遭遇尴尬，原因何在？	10-08
明天将进入大幅度调整，会把人搞晕，领头羊们集聚的获利盘很大了，明天将会是垃圾股和	10-08
不言顶#牛市旗手狂飙，券商股空间还有多大？#	10-08
明放大镜都集中于券商身子[成交]	10-08
今天早上有事情，可惜没在涨停板走，6、7个点才走掉。大盘加今天的跳空缺口就是4个	10-08
创业板新的领头羊——C长联。发行价21.55元，今天收盘价505.55元！创业板	10-08
暴涨之后是什么?大家猜一下聪明的你一定能想到	10-08
管它后面怎么走，反正今年亏损回来了，还盈利了，今天清了。	10-08
炒股必看CCTV	10-08
虽然不喜欢但，但他的话还是有道理的！	10-08
知道明天必低开，为什么都不卖	10-08
8月26号帖子，当时没人信，记得当时媒体铺天盖地报道基金损失惨重，到期大面积赎回	10-08
节后第一天又是创纪录的一天，沪深两市成交额史上首次突破3万亿元，周二达到3.45	10-08
不管你信不信，明日继续高开	10-08
这帮新股民太牛了！现在技术图形己不管用了[哭]	10-08
多方利好合力共振！#成交额突破三万亿，巨量资金从何而来？#	10-08
3张图看明白“牛市旗手”券商能走多远！	10-08
今天多少新手站岗？搞笑的吧？指数开涨停还不卖？还买？尾盘哪怕拉上去都行，明天估计	10-08
今天就我一个亏钱吧？我今天亏了6000[笑哭][笑哭][笑哭]	10-08
30号还留一半，太赏了，	10-08
有没有兄弟姐妹在大盘停牌的时候，撤单，资金被锁住一天第二天又要高买赔的好惨的，有	10-08
不是穿头破脚就放心持有！！！一个上午的成交量就相当于节前最后一天的量，今天四万亿	10-08
明天或许又是一个持有10厘米涨停都会有种踏空感觉的行情	10-08
关于本轮行情的节奏，简单粗暴的说一下：	10-08
就差证券板块了，证券一开板就是瀑布式暴跌	10-08
中国经济稳步增长，并且安全。世界动荡不安，资金需要避风港，并且估值偏底。#美散户	10-08
牛市初期一定不要碰银行、电力、煤炭、消费，等后期大科技炒作完毕可以高低轮换找机会	10-08
在当前形势下，后市操作策略：1.历史高位的任何品种坚决抛！历史低位的品种可以买。	10-08
今年大家都应该不亏了不	10-08
我当然知道3671.73的锁仓做空！也知道节前2600上的满仓做多	10-08
砍头刀太狠了尤其今天涨停跳水股票的主力都不是善茬…	10-08
现在还不是牛市，九年的下跌，股民胆子都吓破了！什么时候，好了伤疤忘了疼，没人再提	10-08
今天下午反弹回来，要不然明天刚开户的股民不敢进来，哈哈哈	10-08
下午还会拉升，我说的	10-08
东方财富必须干#牛市旗手狂飙，券商股空间还有多大？#	10-08
大A，拉高开始出货了，未来继续调整	10-08
机构必杀技：逼空上涨！请问为什么会发生逼空上涨？逼空上涨会发生在股票运行的哪一个	10-08
只有我们散户接盘吗？流出这么多资金	10-08
大家不要怕，调整基本到位，下午重回3600点[加油][加油][加油]	10-08
感觉下午危险了	10-08
今天肯定不会大涨，要等新人上车	10-08
啥都不是腰斩再腰斩，天天涨停一个月都回不了本	10-08
银证转账被延时了，是好？是坏？天知道！	10-08
今天卖出，今天空仓一天！	10-08
下午回调	10-08
相信国家，下午v上来，如果说是为了让新韭菜进来被套的话，将不会再有资金进来，要想	10-08
为什么主力没看买这么多，永远卖不玩什么情况啊[为什么][为什么]	10-08
认这评呢？上午开盘下班没？	10-08
今天这么搞！！估计明天没人来了！	10-08
一群小机灵鬼早上都在卖，指数都给砸下来了	10-08
今天跳水都是节前的获利筹码，下午看有没增量资金接力否则牛市结束	10-08
a50跌这么多你还涨这么多…牛批	10-08
继续#牛市旗手狂飙，券商股空间还有多大？#	10-08
哈哈哈哈哈，忽悠青菜们瞬间干到高位，然后机构主力直接做空了，阶段性出货！！！[大	10-08
今天肯定会拉回去的，不然怎么吸引明天的韭菜	10-08
看看港股，比较喜欢。	10-08
百年复兴的目标不变，必须要发展。包括资本市场。#印度股市突遭抛售！资金流向中国？	10-08
我说了很多遍，科创是本轮牛市最强主线，今天是最好的证明，本轮牛市只买证券科技国央	10-08
这样玩，国庆开户的韭菜明天还敢进？	10-08
下午大跳水可能很大啊	10-08
反正我今天买入了明天不会低价给追进来的人	10-08
这个线……这个量……这个位置……我出了，有点害怕……	10-08
指数没有跌破20日均线坚定看多，指数这样涨就意味着一旦回调，指数跌5%是很正常的	10-08
看准龙头不后悔#牛市旗手狂飙，券商股空间还有多大？#	10-08
券商这周还是主流，下周参股券商板块是主打#牛市旗手狂飙，券商股空间还有多大？#	10-08
大A一直没变？变的是我们？	10-08
剧透节后第一天（个人观点，纯属娱乐）	10-08
不要让呐喊声影响了你的判断。	10-08
新进散户体验一下颠簸的快乐，不过分。[奸笑][奸笑][得意][得意]	10-08
看到一个新成语：捂股丰登！	10-08
最好的上车机会，否在到4200了	10-08
涨停买进去焦虑了么	10-08
好像新开户的明天才能买吧[惨!关灯吃面]	10-08
短短半日成交额快超越上个交易日了，半日净流出将近1800亿，大盘涨停开盘回落到1	10-08
牛初期当以乐观的思维对待股市的成长	10-08
老股民今天解套了	10-08
3400点你都不怕，2700点怕什么？	10-08
90后00后积极参加，跑步进场，外资持续增加。#仅20分钟两市成交额突破1万亿#	10-08
大家都在挣钱，那问题来了，是谁在亏钱	10-08
这就正常了.虽然不赚钱但是莫名的亲切[大笑]	10-08
港股证券板块跌29%[捂脸]#牛市旗手狂飙，券商股空间还有多大？#	10-08
开盘就下班，假期猫妹准备的几百个慢慢扫吧！心累……	10-08
大胆预测，尾盘下杀到3400以下[大笑]	10-08
可以预料，交出筹码的一时感觉良好，很快就要追高，除非放弃牛市。	10-08
同花顺都卡的进不去太火爆啦	10-08
下午如果不能反包，则牛市结束	10-08
下午继续杀跌，早上进来的全部坑杀，明天低开直接活埋了！	10-08
让中国高科！中国资产再飞一会儿！	10-08
A股大幅冲高回落，还有二次攻顶拉升吗？历史上有2个参考	10-08
这波就这样结束了	10-08
多空开始分歧了，看来还没到尾声！[大笑]满仓继续	10-08
兄弟们，唆哈	10-08
按目前现状来说A#印度股市突遭抛售！资金流向中国？#	10-08
猎杀时刻[怒]	10-08
市场的压舱石，刚形成攒钱效应该还有百分之五十的上涨空间#牛市旗手狂飙，券商股空间	10-08
糟糕了，吃大面了[哭][哭][哭]	10-08
是时候收割一波了，割完这茬再拉，然后再割[吃瓜]	10-08
牛市六天游结束了[为什么]	10-08
上当了吧兄弟们[哭]	10-08
主力净流出快一千亿了	10-08
今天赶紧跑啊	10-08
是倒车接人还是结束了	10-08
早上开盘我冲进去的，现在，唉	10-08
主力今天估计要跑上千亿了，新散户也不行啊，银行里的存款还不舍得拿出来？	10-08
谁在跑？无语，不是今天满仓满融进来吗？	10-08
规则就是，新颁布9点15以后没有竞价，还TM跟以前一样	10-08
那么多人跑步进场，无知者无畏，老股民却悄悄的退场了，等到发现自己卖错了，再来接新	10-08
大资金为什么跑路？	10-08
能不能好好涨，跳来跳去，需要的是慢牛。	10-08
我去，今天不会绿了吧[哭]	10-08
得挣良心钱。	10-08
完蛋喽，a50暴跌了。港股大跌。下午大a要千股跌停	10-08
今天补缺口吗？	10-08
牛市有个震荡反而是好事，要不然真不敢下手[大笑]	10-08
v不起来明天就惨了	10-08
高开低走全线闷杀	10-08
这次回调不晓得要死好多人	10-08
高开太多了	10-08
主力半个小时出800亿	10-08
头两天就一堆人说大盘要回调，唱空狗多，今天开盘激情燃烧的岁月，半小时后激情没有了	10-08
大盘3600，个股3000左右，拉几	10-08
创业还没超过主板，这波牛市还远末结束！经历过牛市的人都懂，请广大股友切勿轻易下车	10-08
哈哈，刚才谁拿了我的筹码？…	10-08
个股开始分化	10-08
本轮行情明天结束	10-08
第一批挂涨停进场的，已经开始站岗了。站好别动，现在想卖也卖不掉。等明天吧	10-08
欠债终于还完了，19年三个月造的孽24年才还清每个月一万多的工资全搭进去了，同事	10-08
任泽平，忽悠小散及新股民，罪过罪过！#任泽平：A股开盘即收盘#	10-08
金融股不动，应该没问题。冲	10-08
又一根828	10-08
涨停板开盘，历史没有过，大牛来了，冲鸭！胆大的吃肉，胆小的活该吃屁！	10-08
转账进去了。可是一直证券账户没有显示资金到账啊！怎么办？客服打不通电话	10-08
冲，满仓买	10-08
我的天，主力都在跑，散户都在往里冲[捂脸]	10-08
大A上涨结束，今天开始调整到年底了	10-08
节前消息突发且未十分明朗，机构被散户洗出去一些仓位，但他们反应很快又收集了一些筹	10-08
今天必须涨停板，明天平开高走，然后跌停板，拭目以待	10-08
还是要对市场多点敬畏	10-08
涨停不熔断	10-08
比谁跑得快！A50已经暴跌！	10-08
伤的深的走了，上着重地守着没受伤的进来，准备受伤了[大笑][大笑][大笑]	10-08
有一些获利盘要跑。。。但是大的方向还是上升。。。[上涨][上涨][上涨]	10-08
暴跌踩踏就在明天	10-08
还上什么班啊，股市这么好赚钱，冲啊	10-08
估计长联这票追高的这辈子也难解套了	10-08
高开低走，套你	10-08
大A终于实现了我一个梦想，持仓的票全部涨停！	10-08
牛市亏钱太快了，哎	10-08
牛市来了	10-08
上涨高度	10-08
恒生指数跌1200点	10-08
再不买买不着了[旺柴]	10-08
外盘都在大跌大A能不能顶住	10-08
开盘卖出 一个月任务完成	10-08
七分钟跑了快三百亿了[微笑]	10-08
这么个涨法管理层又好担心了涨幅太大股市有风险入市需谨慎，哈哈。	10-08
继续拉起来，上冲！	10-08
港股压力很大，让主力机构先撤	10-08
涨这么高还没回本呢，赶紧回调吧	10-08
明天再涨，韭菜在路上	10-08
老韭菜离场了	10-08
泼天的富贵来的太快！	10-08
快快快#牛市旗手狂飙，券商股空间还有多大？#	10-08
分时出现严重底背离	10-08
整个假期大讲股票房子要大涨嘿嘿	10-08
只有卖掉了，才是挣钱。	10-08
国泰民安，安民国泰	10-08
现在需要把手和头放在冰箱里。	10-08
这波大涨好多公司高管开始减持，后续的延涨他们才是主力军不是散户，这些中高产才是有	10-08
没毛病	10-08
还是创业板稳多了	10-08
大股东又减持了吗？？？	10-08
哪有这么玩的。过于疯狂了。	10-08
3000以下陆续全仓了，3500还能亏30%[笑哭]	10-07
牛市早已启动，没上车的抓紧上车，机不可失时不再来，15000点不见不散。[献花]	10-07
普及一下牛市的理论	10-07
明天倒车接人。不让我们上车算什么牛市[旺柴]	10-07
牛市是真来了	10-07
中期八千短期六千近期五千中国资产严重低估上两个月还无那么严重低估组合拳出台叠加过	10-07
韭菜们敝了7天，开盘即暴发洪荒之力，指数秒涨停，加仓要讲手快	10-07
20多家公司大减持的消息，有人知道了吗[捂脸]	10-07
6500见	10-07
中国结算今日再度延长开户身份复核时间国庆期间新开户10月9日方可用于交易	10-07
